customer_id,event_name,event_timestamp,device_platform_name,device_make,device_model,description
A1IWF85Y76DUZP,react.lmnt.smart-home.upsellCategoryTileView_CAMERA.mobilytics-interaction,2023-02-01 17:28:20.467,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.smart-home.favorites.load.loadFavorites.mobilytics-interaction,2023-02-01 17:28:20.773,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.smart-home.recommendations.HunchesContentPublisher.load.mobilytics-interaction,2023-02-01 17:28:20.841,iOS,Apple,"iPhone14,2",Alexa Smart Home Mobile App Control
A1IWF85Y76DUZP,react.lmnt.smart-home.recommendations.HunchesContentPublisher.impression.mobilytics-interaction,2023-02-01 17:28:20.842,iOS,Apple,"iPhone14,2",Alexa Smart Home Mobile App Control
A1IWF85Y76DUZP,react.lmnt.devices-channel.categoryTileClick_ECHO.mobilytics-interaction,2023-02-01 17:28:21.408,iOS,Apple,"iPhone14,2",Alexa Mobile Device
A1IWF85Y76DUZP,react.lmnt.devices-channel.efdIngress.mobilytics-interaction,2023-02-01 17:28:22.553,iOS,Apple,"iPhone14,2",Alexa Mobile Device
A1IWF85Y76DUZP,react.lmnt.device-single-control.DeviceSingleControl_entering_page.mobilytics-interaction,2023-02-01 17:28:22.649,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.placeIntoPairing.continue.mobilytics-interaction,2023-02-01 17:28:57.072,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.PlaceIntoPairingModeEchoDefaultView.presentation.mobilytics-interaction,2023-02-01 17:28:57.079,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.IosBluetoothAppPermissionsView.presentation.mobilytics-interaction,2023-02-01 17:28:57.685,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.TurnOnBluetoothView.presentation.mobilytics-interaction,2023-02-01 17:29:00.837,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.orangeLight.continue.mobilytics-interaction,2023-02-01 17:29:03.738,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.OrangeLightInstructionsEchoDefaultView.presentation.mobilytics-interaction,2023-02-01 17:29:03.742,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.selectDevice.deviceSelected.mobilytics-interaction,2023-02-01 17:29:06.719,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.SelectDeviceView.presentation.mobilytics-interaction,2023-02-01 17:29:06.73,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.selectWifiNetwork.rescanNetworks.mobilytics-interaction,2023-02-01 17:29:36.912,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.SelectWifiNetworkView.presentation.mobilytics-interaction,2023-02-01 17:30:10.606,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.CancelAndBackToIngressView.presentation.mobilytics-interaction,2023-02-01 17:30:10.70,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.devices-channel.wifiPageClick.mobilytics-interaction,2023-02-01 17:30:15.18,iOS,Apple,"iPhone14,2",Alexa App Accessories General
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.placeIntoPairing.cancel.mobilytics-interaction,2023-02-01 17:30:17.76,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.PlaceIntoPairingModeEchoDefaultView.presentation.mobilytics-interaction,2023-02-01 17:30:17.766,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.CancelAndBackToIngressView.presentation.mobilytics-interaction,2023-02-01 17:30:17.853,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.devices-channel.wifiPageClick.mobilytics-interaction,2023-02-01 17:30:20.346,iOS,Apple,"iPhone14,2",Alexa App Accessories General
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.placeIntoPairing.cancel.mobilytics-interaction,2023-02-01 17:30:21.901,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.PlaceIntoPairingModeEchoDefaultView.presentation.mobilytics-interaction,2023-02-01 17:30:21.907,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.CancelAndBackToIngressView.presentation.mobilytics-interaction,2023-02-01 17:30:21.986,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,react.lmnt.devices-channel.wifiPageClick.mobilytics-interaction,2023-02-01 17:30:23.097,iOS,Apple,"iPhone14,2",Alexa App Accessories General
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.placeIntoPairing.cancel.mobilytics-interaction,2023-02-01 17:30:24.297,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.PlaceIntoPairingModeEchoDefaultView.presentation.mobilytics-interaction,2023-02-01 17:30:24.302,iOS,Apple,"iPhone14,2",Alexa App Devices OOBE / Device Setup
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.alexa-oobe.CancelAndBackToIngressView.presentation.mobilytics-interaction,2023-02-01 17:30:24.386,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Elements
A1IWF85Y76DUZP,MENU_MORE,2023-02-01 17:30:25.842,iOS,Apple,"iPhone14,2",Alexa Mobile Org Platform Core
A1IWF85Y76DUZP,MORE_MENU_V2,2023-02-01 17:30:25.918,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,TMENU_SETTINGS,2023-02-01 17:30:27.786,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.settings.menu.mobilytics-interaction,2023-02-01 17:30:27.876,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.settings.settings_menu_device_settings.mobilytics-interaction,2023-02-01 17:30:31.244,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.devices-channel.deviceImageListItemClick.mobilytics-interaction,2023-02-01 17:30:33.511,iOS,Apple,"iPhone14,2",Alexa Mobile Device
A1IWF85Y76DUZP,react.lmnt.devices-channel.efdIngress.mobilytics-interaction,2023-02-01 17:30:33.511,iOS,Apple,"iPhone14,2",Alexa Mobile Device
A1IWF85Y76DUZP,react.lmnt.device-single-control.DeviceSingleControl_entering_page.mobilytics-interaction,2023-02-01 17:30:33.589,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.device-single-control.deviceSingle.mobilytics-interaction,2023-02-01 17:30:34.639,iOS,Apple,"iPhone14,2",Alexa Mobile Event
A1IWF85Y76DUZP,react.lmnt.devices-channel.wifiPageClick.mobilytics-interaction,2023-02-01 17:30:37.939,iOS,Apple,"iPhone14,2",Alexa App Accessories General
A1IWF85Y76DUZP,react.lmnt.device-oobe/state.placeIntoPairing.cancel.mobilytics-interaction,2023-02-01 17:30:40.034,iOS,Apple,"iPhone14,2",Alexa Mobile Event
