Device Identifier, Device Type, Title, Start time (UTC), Duration In Seconds, Is Track Finished, Interrupted At Second, Service Name, Application Identifier, Is Album Only, Prime Status, Is Free With Prime, Album ASIN, Album Name, Album Artist Name, Album Release Year, Artist Name, ASIN, Provider Identifier, Track Identifier, Customer Identifier, Content Type, TuneIn Content Type, Genre, Price, Playback Offset, Program Name, Program Identifier, Radio Station Frequency, Radio Station Identifier, Radio Station Location, Radio Station Name, Radio Station Slogan, User Music Rating, Release Date
, G8M11M11043602FD, A1RABVCI4QCIKC, Party Rock Anthem [feat. Lauren Bennett & GoonRock] [Explicit], 2023-03-27T00:55:55.165Z, 262, , , , , NO, , NO, , Sorry For Party Rocking (Deluxe) (Amazon Exclusive Version) [Explicit], LMFAO, Lauren Bennett & GoonRock, , LMFAO, Lauren Bennett & GoonRock, , ROBIN, amqs://86d64893-6f1a-4344-9b20-9c87cf60d237/5712c2ef-6090-4fc7-b775-150dbc682282, A1IWF85Y76DUZP, TRACKS, , , , 0, , , , , , Party Rock Anthem [feat. Lauren Bennett & GoonRock] [Explicit], , , 
