Device Identifier, Device Type, Queue GUID, Queue Size, Queue Title, Title, Book Title, Queue By Line, Music Queue Creation Time (UTC), Last Played Time (UTC), Service Name, Application Identifier, Is Explicit Filter Enabled, Filtering Now Buyable, Is Unsupported, Album URI, Album ASIN, Album Name, Album Artist Name, Artist Name, Artist URI, ASIN, Call Sign, Provider Identifier, Keywords, Customer Identifier, Sample Identifier, Media Type, Content Type, Playlist Title, Playback ASIN, Playback Source URI, Playback Identifier, Program Name, Program Identifier, Radio Station Frequency, Radio Station Identifier, Radio Station Location, Radio Station Name, Radio Station Slogan, Radio Station Seed Identifier, Radio Station Seed Type, Radio Station State, Radio Station URI, Radio Station City, Talk Episode Identifier, Talk Episode Name, Talk Show Identifier, Talk Show Name, Talk Station Identifier, Talk Theme Identifier, Talk Theme Name
, G8M11M11043602FD, A1RABVCI4QCIKC, ba1de2aa-b8bd-412c-af9d-c2e01a88f6e6, 0, Party Rock Anthem [feat. Lauren Bennett & GoonRock] [Explicit], Party Rock Anthem [feat. Lauren Bennett & GoonRock] [Explicit], , LMFAO, Lauren Bennett & GoonRock, 2023-03-27T00:55:50.978Z, , , ROBIN, NO, , NO, , , , , LMFAO, Lauren Bennett & GoonRock, , , , ROBIN, , A1IWF85Y76DUZP, , SONG, TRACKS, , , , , , , , , , , , , , , , , , , , , , , 
